Lemmatized Text,Labels
new textbuddy chat number horny guy area number numberp free number receive search postcode gaytextbuddy com txt one name number,spam
today vodafone number ending number selected receive currencynumber award number match call number receive currencynumber award,spam
please say like hi hi hi,ham
thank,ham
oh forwarded message thought send,ham
got seventeen pound seven hundred ml hope ok,ham
dear voucher holder number claim week offer pc go http www e tlp co uk expressoffer t c apply number stop text txt stop number,spam
n funny,ham
sweetheart hope kind day one load reason smile biola,ham
_ login dat time dad fetching _ home,ham
shower baby,ham
askd question hour answer,ham
well imma definitely need restock thanksgiving let know,ham
said kiss kiss sound effect gorgeous man kind person need smile brighten day,ham
probably gonna swing wee bit,ham
ya nice ready thursday,ham
allo braved bus taken train triumphed mean b ham jolly good rest week,ham
watching cartoon listening music amp eve go temple amp church,ham
mind ask happened say uncomfortable,ham
private number account statement show number un redeemed point call number identifier code number expires number number number,spam
prob send email,ham
number number cash number number prize claim callnumber c rstm swnumber numbers numberppm,spam
thats cool sometimes slow gentle sonetimes rough hard,ham
gonna say sorry would normal starting panic time sorry seeing tuesday,ham
wait know wesley town bet hella drug,ham
fine miss much,ham
got person story,ham
tell drug dealer getting impatient,ham
sun cant come earth send luv ray cloud cant come river send luv rain cant come meet send care msg gud evng,ham
place man,ham
doesnt make sense take unless free need know wikipedia com,ham
number number premium phone service call number,spam
sea lay rock rock envelope envelope paper paper number word,ham
mum repent,ham
sorry going home first daddy come fetch _ later,ham
leave de start prepare next,ham
yes baby study position kama sutra,ham
en chikku nange bakra msg kalstiya tea coffee,ham
carlos minute still need buy,ham
pay lt decimal gt lakh,ham
good evening ttyl,ham
receive msg,ham
ho ho big belly laugh see ya tomo,ham
sm ac sunnumber post hello seem cool,spam
get numberst ringtone free reply msg tone grnumber top number tone phone every week currencynumber per wk number opt send stop number number,spam
ditto worry saying anything anymore like said last night whatever want peace,ham
got lt gt way could pick,ham
knw pa drink milk,ham
maybe say hi find got card great escape wetherspoons,ham
piggy r awake bet still sleeping going number lunch,ham
cause freaky lol,ham
missed call cause yelling scrappy miss wait come home lonely today,ham
hex place talk explain,ham
log number wat sdrybnumberi,ham
xy going number e lunch,ham
hi sue number year old work lapdancer love sex text live bedroom text sue number textoperator gnumber numberda numberppmsg number,spam
wanted ask _ wait number finish lect co lect finish hour anyway,ham
finished work yet,ham
every king cry baby every great building map imprtant r today wil reach tomorw gud ninumber,ham
dear cherthala case r coming cochin pls call bfore start shall also reach accordingly tell day r coming tmorow engaged an holiday,ham
thanks love torch bold,ham
forwarded number please call number immediately urgent message waiting,spam
farm open,ham
sorry trouble buy numberd dad number number number number big number small sat n sun thanx,ham
sister law hope great month saying hey abiola,ham
purchase stuff today mail po box number,ham
ah poop look like ill prob send laptop get fixed cuz gpu problem,ham
good good job like entrepreneur,ham
aight close still around alex place,ham
meet corporation st outside gap _ see mind working,ham
mum ask _ buy food home,ham
k also msg reply msg,ham
much r _ willing pay,ham
sorry call later,ham
important prevent dehydration giving enough fluid,ham
thats bit weird even supposed happening good idea sure pub,ham
true dear sat pray evening felt sm time,ham
think get away trek long family town sorry,ham
wanna gym harri,ham
quite late lar ard number anyway wun b drivin,ham
review keep fantastic nokia n gage game deck club nokia go number www cnupdates com newsletter unsubscribe alert reply word,spam
numbermths half price orange line rental latest camera phone number free phone numbermths call mobilesdirect free number update ornumberstoptxt c,spam
height confidence aeronautics professor wer calld amp wer askd number sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt number didnt move said made student,ham
seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,ham
number numberam numberpm cost numberp,spam
save stress person dorm account send account detail money sent,ham
also know lunch menu da know,ham
stuff sell tell,ham
number urgent numbernd attempt contact currencynumber call number bnumber number csbcmnumberwcnumbernnumberxx callcost numberppm mobilesvary maxcurrencynumber number,spam
book lesson msg call work sth going get spec membership pxnumber,ham
guaranteed currencynumber cash currencynumber prize claim yr prize call customer service representative number numberam numberpm,spam
macha feel upset assume mindset believe one evening wonderful plan u let life begin call anytime,ham
oh send address,ham
fine anytime best,ham
wondar full flim,ham
ya even cooky jelly,ham
world running still maybe feeling admit mad correction let call life keep running world may r also running let run,ham
got look scrumptious daddy want eat night long,ham
co lar ba dao ok number pm lor never ask go ah said would ask fri said ask today,ham
alright omw gotta change order halfnumberth,ham
exactly anyways far jide study visiting,ham
dunno ask,ham
email alertfrom jeri stewartsize numberkbsubject low cost prescripiton drvgsto listen email call number,spam
spring coming early yay,ham
lol feel bad use money take steak dinner,ham
even get trouble convincing tel twice tel neglect msg c read reply,ham
leaving qatar tonite search opportunity went fast pls add prayer dear rakhesh,ham
one talking,ham
thanks looking really appreciate,ham
hi customer loyalty offer new nokianumber mobile currencynumber txtauction txt word start number get numbert ctxt tc numberp mtmsg,spam
wish,ham
haha mayb rite know well da feeling liked someone gd lor faster go find one gal group attached liao,ham
yes glad made,ham
well little time thing good time ahead,ham
got room soon _ put clock back til number shouted everyone get realised number wahay another hour bed,ham
ok may free gym,ham
men like shorter lady gaze eye,ham
dunno jus say go lido time number,ham
promise take good care princess run please send pic get chance ttyl,ham
subscribed best mobile content service uk currencynumber per number day send stop number helpline number,spam
reason spoken year anyways great week best exam,ham
