,Lemmatized Text,Labels
574,nope waiting sch number daddy,ham
575,number number cash number number prize claim callnumber,spam
576,tired arguing week week want,ham
577,wait number sch finish ard number,ham
578,mobile number currencynumber claim call u back ring claim hot line number,spam
579,arngd marriage r walkin unfortuntly snake bite bt love marriage dancing frnt snake amp sayin bite bite,ham
580,huh early _ dinner outside izzit,ham
581,ok anyway need change said,ham
582,tried contact reply offer number min number textand new video phone call number reply free delivery tomorrow,spam
583,ex wife able kid want kid one day,ham
584,scotland hope showing jjc tendency take care live dream,ham
585,tell headache want use number hour sick time,ham
586,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,ham
587,pete please ring meive hardly gotany credit,ham
588,ya srsly better yi tho,ham
589,meeting call later,ham
590,chance win currencynumber wkly shopping spree txt shop number c www txt number shop com custcare number numberxnumberp wk,spam
591,specially selected receive number pound award call number line close cost numberppm number c apply ag promo,spam
592,private number account statement number show number un redeemed point call number identifier code number expires number number number,spam
593,still grand prix,ham
594,met stranger choose friend long world stand friendship never end let friend forever gud nitz,ham
595,great,ham
596,gud mrng dear nice day,ham
597,important customer service announcement call freephone number number number,spam
598,exhausted train morning much wine pie sleep well,ham
599,going buy mum present ar,ham
600,mind blastin tsunami occur rajnikant stopped swimming indian ocean,ham
601,sending home first ok lor ready yet,ham
602,speaking cash yet,ham
603,happy come noon,ham
604,meet lunch la,ham
605,take care n get well soon,ham
606,xclusive clubsaisai numbermorow number number soiree speciale zouk nichols paris free rose number lady info number number,spam
607,meant say cant wait see getting bored bridgwater banter,ham
608,neva mind ok,ham
609,fine imma get drink somethin want come find,ham
610,number day kick euronumber kept date latest news result daily removed send get txt stop number,spam
611,valentine game send dis msg friend number answer r someone really love ques colour suit best rply,ham
612,many dependent,ham
613,thanxnumber today cer nice number catch ave number find time often oh well take care c soon c,ham
614,called said choose future,ham
615,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle numberst,ham
616,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt reaction lor,ham
617,family happiness,ham
618,come n pick _ come immediately aft lesson,ham
619,let snow let snow kind weather brings ppl together friendship grow,ham
620,dear got lt gt dollar hi hi,ham
621,good word word may leave dismay many time,ham
622,make sure alex know birthday fifteen minute far concerned,ham
623,sorry got thing may pub later,ham
624,nah straight bring bud drink something actually little useful straight cash,ham
625,haha good hear officially paid market numberth,ham
626,many lick take get center tootsie pop,ham
627,yup thk r e teacher said make face look longer darren ask number cut short,ham
628,new textbuddy chat number horny guy area number numberp free number receive search postcode gaytextbuddy com txt one name number,spam
629,today vodafone number ending number selected receive currencynumber award number match call number receive currencynumber award,spam
630,please say like hi hi hi,ham
631,thank,ham
632,oh forwarded message thought send,ham
633,got seventeen pound seven hundred ml hope ok,ham
634,dear voucher holder number claim week offer pc go http www e tlp co uk expressoffer t c apply number stop text txt stop number,spam
635,n funny,ham
636,sweetheart hope kind day one load reason smile biola,ham
637,_ login dat time dad fetching _ home,ham
638,shower baby,ham
639,askd question hour answer,ham
640,well imma definitely need restock thanksgiving let know,ham
641,said kiss kiss sound effect gorgeous man kind person need smile brighten day,ham
642,probably gonna swing wee bit,ham
643,ya nice ready thursday,ham
644,allo braved bus taken train triumphed mean b ham jolly good rest week,ham
645,watching cartoon listening music amp eve go temple amp church,ham
646,mind ask happened say uncomfortable,ham
647,private number account statement show number un redeemed point call number identifier code number expires number number number,spam
648,prob send email,ham
649,number number cash number number prize claim callnumber c rstm swnumber numbers numberppm,spam
650,thats cool sometimes slow gentle sonetimes rough hard,ham
651,gonna say sorry would normal starting panic time sorry seeing tuesday,ham
652,wait know wesley town bet hella drug,ham
653,fine miss much,ham
654,got person story,ham
655,tell drug dealer getting impatient,ham
656,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet send care msg gud evng,ham
657,place man,ham
658,doesnt make sense take unless free need know wikipedia com,ham
659,number number premium phone service call number,spam
660,sea lay rock rock envelope envelope paper paper number word,ham
661,mum repent,ham
662,sorry going home first daddy come fetch _ later,ham
663,leave de start prepare next,ham
664,yes baby study position kama sutra,ham
665,en chikku nange bakra msg kalstiya tea coffee,ham
666,carlos minute still need buy,ham
667,pay lt decimal gt lakh,ham
668,good evening ttyl,ham
669,receive msg,ham
670,ho ho big belly laugh see ya tomo,ham
671,sm ac sunnumber post hello seem cool,spam
672,get numberst ringtone free reply msg tone grnumber top number tone phone every week currencynumber per wk number opt send stop number number,spam
673,ditto worry saying anything anymore like said last night whatever want peace,ham
674,got lt gt way could pick,ham
675,knw pa drink milk,ham
676,maybe say hi find got card great escape wetherspoons,ham
677,piggy r awake bet still sleeping going number lunch,ham
678,cause freaky lol,ham
679,missed call cause yelling scrappy miss wait come home lonely today,ham
680,hex place talk explain,ham
681,log number wat sdrybnumberi,ham
682,xy going number e lunch,ham
683,hi sue number year old work lapdancer love sex text live bedroom text sue number textoperator gnumber numberda numberppmsg number,spam
684,wanted ask _ wait number finish lect co lect finish hour anyway,ham
685,finished work yet,ham
686,every king cry baby every great building map imprtant r today wil reach tomorw gud ninumber,ham
687,dear cherthala case r coming cochin pls call bfore start shall also reach accordingly tell day r coming tmorow engaged an holiday,ham
688,thanks love torch bold,ham
689,forwarded number please call number immediately urgent message waiting,spam
690,farm open,ham
691,sorry trouble buy numberd dad number number number number big number small sat n sun thanx,ham
692,sister law hope great month saying hey abiola,ham
693,purchase stuff today mail po box number,ham
694,ah poop look like ill prob send laptop get fixed cuz gpu problem,ham
695,good good job like entrepreneur,ham
696,aight close still around alex place,ham
697,meet corporation st outside gap _ see mind working,ham
698,mum ask _ buy food home,ham
699,k also msg reply msg,ham
700,much r _ willing pay,ham
701,sorry call later,ham
702,important prevent dehydration giving enough fluid,ham
703,thats bit weird even supposed happening good idea sure pub,ham
704,true dear sat pray evening felt sm time,ham
705,think get away trek long family town sorry,ham
706,wanna gym harri,ham
707,quite late lar ard number anyway wun b drivin,ham
708,review keep fantastic nokia n gage game deck club nokia go number www cnupdates com newsletter unsubscribe alert reply word,spam
